0.333333 0.562500 1.000000
0.333333 0.562500 1.000000
0.322222 0.562500 1.000000
0.322222 0.562500 1.000000
0.333333 0.437500 1.000000
0.655556 0.562500 1.000000
0.655556 0.562500 1.000000
0.677778 0.562500 1.000000
0.711111 0.437500 1.000000
0.544444 0.312500 1.000000
0.588889 0.312500 1.000000
0.511111 0.187500 1.000000
0.622222 0.812500 0.000000
0.633333 0.812500 0.000000
0.844444 0.875000 0.000000
0.244444 0.625000 1.000000
0.244444 0.625000 1.000000
0.233333 0.625000 1.000000
0.233333 0.625000 1.000000
0.255556 0.625000 1.000000
0.266667 0.625000 1.000000
0.277778 0.625000 1.000000
0.477778 0.625000 1.000000
0.466667 0.625000 1.000000
0.455556 0.687500 1.000000
0.522222 0.625000 1.000000
0.522222 0.625000 1.000000
0.433333 0.812500 1.000000
0.444444 0.812500 1.000000
0.411111 0.812500 1.000000
0.444444 0.750000 1.000000
0.433333 0.750000 1.000000
0.200000 0.562500 1.000000
0.200000 0.562500 1.000000
0.200000 0.562500 1.000000
0.211111 0.562500 1.000000
0.211111 0.562500 1.000000
0.233333 0.562500 1.000000
0.233333 0.562500 1.000000
0.244444 0.562500 1.000000
