0.433333 , 0.8125 , 1.0 ,
0.555556 , 0.8125 , 1.0 ,
0.422222 , 0.5625 , 1.0 ,
0.588889 , 0.4375 , 1.0 ,
0.311111 , 0.8125 , 1.0 ,
0.411111 , 0.875 , 1.0 ,
0.544444 , 0.3125 , 1.0 ,
0.577778 , 0.5625 , 0.0 ,
0.344444 , 0.875 , 0.0 ,
0.466667 , 0.8125 , 0.0 ,
0.411111 , 0.625 , 0.0 ,
0.333333 , 0.8125 , 0.0 ,
0.255556 , 0.8125 , 1.0 ,
0.355556 , 0.75 , 1.0 ,
0.444444 , 0.6875 , 0.0 ,
0.377778 , 0.25 , 1.0 ,
0.277778 , 0.5625 , 1.0 ,
0.355556 , 0.5625 , 1.0 ,
0.422222 , 0.4375 , 1.0 ,
0.477778 , 0.875 , 0.0 ,
0.444444 , 1.0 , 0.0 ,
0.6 , 0.5625 , 1.0 ,
0.388889 , 0.3125 , 1.0 ,
0.477778 , 0.4375 , 1.0 ,
0.655556 , 0.5625 , 1.0 ,
0.622222 , 0.8125 , 0.0 ,
0.211111 , 0.5625 , 1.0 ,
0.433333 , 0.5625 , 1.0 ,
0.544444 , 0.5625 , 1.0 ,
0.255556 , 0.75 , 1.0 ,
0.222222 , 0.625 , 1.0 ,
0.5 , 0.8125 , 1.0 ,
0.333333 , 0.625 , 1.0 ,
0.244444 , 0.625 , 1.0 ,
0.533333 , 0.4375 , 1.0 ,
0.233333 , 0.625 , 1.0 ,
0.211111 , 0.5625 , 1.0 ,
0.344444 , 0.625 , 0.0 ,
0.533333 , 0.75 , 1.0 ,
0.344444 , 0.3125 , 1.0 ,
0.588889 , 0.8125 , 1.0 ,
0.266667 , 0.8125 , 1.0 ,
0.544444 , 0.5625 , 1.0 ,
0.277778 , 0.5625 , 1.0 ,
0.633333 , 0.8125 , 0.0 ,
0.588889 , 0.5625 , 1.0 ,
0.488889 , 0.875 , 1.0 ,
0.455556 , 0.6875 , 1.0 ,
0.322222 , 0.6875 , 1.0 ,
0.277778 , 0.625 , 1.0 ,
0.2 , 0.5625 , 1.0 ,
0.522222 , 0.9375 , 0.0 ,
0.555556 , 0.8125 , 0.0 ,
0.522222 , 0.5625 , 1.0 ,
0.477778 , 0.625 , 0.0 ,
0.511111 , 0.1875 , 1.0 ,
0.388889 , 0.6875 , 1.0 ,
0.455556 , 0.5625 , 1.0 ,
0.333333 , 0.5625 , 1.0 ,
0.333333 , 0.8125 , 1.0 ,
0.533333 , 0.5625 , 1.0 ,
0.466667 , 1.0 , 0.0 ,
0.322222 , 0.625 , 1.0 ,
0.4 , 0.5625 , 1.0 ,
0.311111 , 0.625 , 1.0 ,
0.588889 , 0.5625 , 0.0 ,
0.544444 , 0.625 , 0.0 ,
0.211111 , 0.625 , 1.0 ,
0.344444 , 0.8125 , 1.0 ,
0.322222 , 0.8125 , 0.0 ,
0.255556 , 0.625 , 1.0 ,
0.877778 , 0.625 , 1.0 ,
0.3 , 0.5625 , 1.0 ,
0.444444 , 0.75 , 1.0 ,
0.2 , 0.4375 , 1.0 ,
0.344444 , 0.25 , 1.0 ,
0.2 , 0.5625 , 1.0 ,
0.577778 , 0.8125 , 1.0 ,
0.511111 , 0.5625 , 1.0 ,
0.655556 , 0.5625 , 1.0 ,
0.488889 , 0.5625 , 0.0 ,
0.588889 , 0.5625 , 1.0 ,
0.544444 , 0.5625 , 0.0 ,
0.366667 , 0.875 , 1.0 ,
0.333333 , 0.3125 , 1.0 ,
0.477778 , 1.0 , 0.0 ,
0.633333 , 0.6875 , 1.0 ,
0.411111 , 0.625 , 1.0 ,
0.311111 , 0.625 , 1.0 ,
0.333333 , 0.5625 , 1.0 ,
0.377778 , 0.8125 , 0.0 ,
0.322222 , 0.625 , 1.0 ,
0.533333 , 1.0 , 0.0 ,
0.411111 , 0.625 , 0.0 ,
0.533333 , 0.75 , 1.0 ,
0.355556 , 0.5625 , 1.0 ,
0.844444 , 0.875 , 0.0 ,
0.488889 , 0.8125 , 0.0 ,
0.522222 , 0.875 , 1.0 ,
0.222222 , 0.625 , 1.0 ,
