0.377778 0.562500 1.000000
0.366667 0.812500 1.000000
0.233333 0.562500 1.000000
0.533333 0.562500 1.000000
0.255556 0.812500 1.000000
0.788889 0.625000 1.000000
0.322222 0.562500 1.000000
0.466667 0.812500 1.000000
0.277778 0.562500 1.000000
0.488889 0.875000 1.000000
0.311111 0.562500 1.000000
0.500000 0.875000 0.000000
0.400000 0.625000 1.000000
0.433333 0.750000 1.000000
0.511111 0.875000 1.000000
0.200000 0.437500 1.000000
0.733333 0.687500 1.000000
0.300000 0.562500 1.000000
0.311111 0.562500 1.000000
0.566667 0.625000 0.000000
0.300000 0.812500 1.000000
0.311111 0.812500 0.000000
0.300000 0.562500 1.000000
0.233333 0.562500 1.000000
0.377778 0.562500 1.000000
0.200000 0.562500 1.000000
0.366667 0.812500 1.000000
0.488889 0.625000 0.000000
0.477778 0.625000 1.000000
0.333333 0.625000 1.000000
0.444444 0.250000 0.000000
0.411111 0.625000 0.000000
