0.511111 0.187500 1.000000
0.544444 0.312500 1.000000
0.588889 0.312500 1.000000
0.188889 0.437500 1.000000
0.200000 0.437500 1.000000
0.200000 0.437500 1.000000
0.200000 0.437500 1.000000
0.255556 0.187500 1.000000
0.377778 0.250000 1.000000
0.344444 0.250000 1.000000
0.388889 0.312500 1.000000
0.344444 0.312500 1.000000
0.333333 0.312500 1.000000
0.877778 0.625000 1.000000
0.733333 0.687500 1.000000
0.777778 0.625000 1.000000
0.788889 0.625000 1.000000
0.633333 0.687500 1.000000
0.622222 0.625000 1.000000
0.611111 0.625000 1.000000
0.600000 0.562500 1.000000
0.588889 0.562500 1.000000
0.588889 0.562500 1.000000
0.677778 0.562500 1.000000
0.655556 0.562500 1.000000
0.655556 0.562500 1.000000
0.711111 0.437500 1.000000
0.588889 0.437500 1.000000
0.477778 0.437500 1.000000
0.533333 0.437500 1.000000
